  **** HLS Build v2024.2 5238294
INFO: [HLS 200-2005] Using work_dir C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/FIR_Cascade_HLS 
INFO: [HLS 200-1505] Using default flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'syn.file=FIR_HLS.cpp' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(7)
INFO: [HLS 200-10] Adding design file 'C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/FIR_HLS.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=FIR_HLS.h' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(8)
INFO: [HLS 200-10] Adding design file 'C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/FIR_HLS.h' to the project
INFO: [HLS 200-1465] Applying ini 'syn.file=../../Matlab/FIR_multirate_cascade_HLS.h' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(9)
INFO: [HLS 200-10] Adding design file 'C:/HLS-multirate-DSP/Matlab/FIR_multirate_cascade_HLS.h' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=FIR_HLS_TB.cpp' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(10)
INFO: [HLS 200-10] Adding test bench file 'C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/FIR_HLS_TB.cpp' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=../../Matlab/TS_HLS_multirate_cascade.res' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(11)
INFO: [HLS 200-10] Adding test bench file 'C:/HLS-multirate-DSP/Matlab/TS_HLS_multirate_cascade.res' to the project
INFO: [HLS 200-1465] Applying ini 'tb.file=../../Matlab/TS_HLS_multirate_cascade.dat' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(12)
INFO: [HLS 200-10] Adding test bench file 'C:/HLS-multirate-DSP/Matlab/TS_HLS_multirate_cascade.dat' to the project
INFO: [HLS 200-1465] Applying ini 'syn.top=FIR_Cascade_HLS' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(13)
INFO: [HLS 200-1465] Applying ini 'flow_target=vivado' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(4)
INFO: [HLS 200-1505] Using flow_target 'vivado'
Resolution: For help on HLS 200-1505 see docs.xilinx.com/access/sources/dita/topic?Doc_Version=2024.2%20English&url=ug1448-hls-guidance&resourceid=200-1505.html
INFO: [HLS 200-1465] Applying ini 'part=xck26-sfvc784-2LV-c' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(1)
INFO: [HLS 200-1611] Setting target device to 'xck26-sfvc784-2LV-c'
INFO: [HLS 200-1465] Applying ini 'package.ip.display_name=FIR_Cascade_HLS' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(14)
INFO: [HLS 200-1465] Applying ini 'package.output.format=ip_catalog' from C:/HLS-multirate-DSP/HLS_Multirate/FIR_Cascade_HLS/hls_config.cfg(5)
INFO: [SIM 211-2] *************** CSIM start ***************
INFO: [SIM 211-4] CSIM will launch CLANG as the compiler.
INFO: [HLS 200-2036] Building debug C Simulation binaries
   Compiling ../../../../FIR_HLS.cpp in debug mode
   Generating csim.exe
In file included from ../../../../FIR_HLS.cpp:1:
In file included from ../../../../FIR_HLS.h:2:
In file included from C:/AMD/Vitis/2024.2/include/ap_fixed.h:9:
In file included from C:/AMD/Vitis/2024.2/include/etc/ap_common.h:658:
In file included from C:/AMD/Vitis/2024.2/include/etc/ap_private.h:68:
In file included from C:/AMD/Vitis/2024.2/include/hls_half.h:26:
In file included from C:/AMD/Vitis/2024.2/include/etc/hls_half_fpo.h:19:
In file included from C:/AMD/Vitis/2024.2/include/hls_fpo.h:140:
In file included from C:/AMD/Vitis/2024.2/include/floating_point_v7_1_bitacc_cmodel.h:150:
C:/AMD/Vitis/2024.2/include/gmp.h:58:9: warning: '__GMP_LIBGMP_DLL' macro redefined [-Wmacro-redefined]
#define __GMP_LIBGMP_DLL  0
        ^
C:/AMD/Vitis/2024.2/include/floating_point_v7_1_bitacc_cmodel.h:142:9: note: previous definition is here
#define __GMP_LIBGMP_DLL 1
        ^
1 warning generated.
Y1 output -0.437531
Y1 output -0.363281
Y1 output -0.266235
Y1 output -0.152435
Y1 output -0.0290833
Y1 output 0.0960999
Y1 output 0.21524
Y1 output 0.320862
Y1 output 0.406342
Y1 output 0.466248
Y1 output 0.496887
Y1 output 0.496277
Y1 output 0.464508
Y1 output 0.403534
Y1 output 0.31723
Y1 output 0.210968
Y1 output 0.0914612
Y1 output -0.0338135
Y1 output -0.156952
Y1 output -0.270233
Y1 output -0.366547
Y1 output -0.439789
Y1 output -0.485443
Y1 output -0.50058
Y1 output -0.484253
Y1 output -0.437531
Y1 output -0.363281
Y1 output -0.266235
Y1 output -0.152435
Y1 output -0.0290833
Y1 output 0.0960999
Y1 output 0.21524
Y1 output 0.320862
Y1 output 0.406342
Output 0: 0
Output 1: 0
Output 2: 6.10352e-05
Output 3: -0.000152588
Output 4: -0.00985718
Output 5: 0.0147705
Output 6: 0.0627747
Output 7: 0.120941
Output 8: 0.181702
Output 9: 0.243774
Output 10: 0.292603
Output 11: 0.344727
Output 12: 0.384552
Output 13: 0.424347
Output 14: 0.452362
Output 15: 0.477264
Output 16: 0.49176
Output 17: 0.500244
Output 18: 0.500244
Output 19: 0.49176
Output 20: 0.477264
Output 21: 0.452362
Output 22: 0.424347
Output 23: 0.384552
Output 24: 0.344727
Output 25: 0.292603
Output 26: 0.243469
Output 27: 0.18222
Output 28: 0.126892
Output 29: 0.0604248
Output 30: 0.00234985
Output 31: -0.0651855
Output 32: -0.122345
Output 33: -0.186707
Output 34: -0.23938
Output 35: -0.296509
Output 36: -0.341339
Output 37: -0.387665
Output 38: -0.421875
Output 39: -0.454468
Output 40: -0.575806
Output 41: -0.320831
Output 42: 0.429138
Output 43: 0.429138
Output 44: -0.320831
Output 45: -0.575806
Output 46: -0.454468
Output 47: -0.421875
Output 48: -0.387665
Output 49: -0.341339
Output 50: -0.296509
Output 51: -0.23938
Output 52: -0.186707
Output 53: -0.122345
Output 54: -0.0651855
Output 55: 0.00234985
Output 56: 0.0604248
Output 57: 0.126892
Output 58: 0.18222
Output 59: 0.243469
Output 60: 0.292603
Output 61: 0.344727
Output 62: 0.384552
Output 63: 0.424347
Output 64: 0.452362
Output 65: 0.477264
Output 66: 0.49176
Output 67: 0.500244
Output 68: 0.500244
Output 69: 0.49176
Output 70: 0.477264
Output 71: 0.452362
Output 72: 0.424347
Output 73: 0.384552
Output 74: 0.344727
Output 75: 0.292603
Output 76: 0.243469
Output 77: 0.18222
Output 78: 0.126892
Output 79: 0.0604248
Output 80: 0.00234985
Output 81: -0.0651855
Output 82: -0.122345
Output 83: -0.186707
Output 84: -0.23938
Output 85: -0.296509
Output 86: -0.341339
Output 87: -0.387665
Output 88: -0.421875
Output 89: -0.454468
Output 90: -0.575806
Output 91: -0.320831
Output 92: 0.429138
Output 93: 0.429138
Output 94: -0.320831
Output 95: -0.575806
Output 96: -0.454468
Output 97: -0.421875
Output 98: -0.387665
Output 99: -0.341339
Output 100: -0.296509
Output 101: -0.23938
Output 102: -0.186707
Output 103: -0.122345
Output 104: -0.0651855
Output 105: 0.00234985
Output 106: 0.0604248
Output 107: 0.126892
Output 108: 0.18222
Output 109: 0.243469
Output 110: 0.292603
Output 111: 0.344727
Output 112: 0.384552
Output 113: 0.424347
Output 114: 0.452362
Output 115: 0.477264
Output 116: 0.49176
Output 117: 0.500244
Output 118: 0.500244
Output 119: 0.49176
Output 120: 0.477264
Output 121: 0.452362
Output 122: 0.424347
Output 123: 0.384552
Output 124: 0.344727
Output 125: 0.292603
Output 126: 0.243469
Output 127: 0.18222
Output 128: 0.126892
Output 129: 0.0604248
Output 130: 0.00234985
Output 131: -0.0651855
Output 132: -0.122345
Output 133: -0.186707
Output 134: -0.23938
Output 135: -0.296509
Output 136: -0.341339
Output 137: -0.387665
Output 138: -0.421875
Output 139: -0.454468
Output 140: -0.575806
Output 141: -0.320831
Output 142: 0.429138
Output 143: 0.429138
Output 144: -0.320831
Output 145: -0.575806
Output 146: -0.454468
Output 147: -0.421875
Output 148: -0.387665
Output 149: -0.341339
Output 150: -0.296509
Output 151: -0.23938
Output 152: -0.186707
Output 153: -0.122345
Output 154: -0.0651855
Output 155: 0.00234985
Output 156: 0.0604248
Output 157: 0.126892
Output 158: 0.18222
Output 159: 0.243469
Output 160: 0.292603
Output 161: 0.344727
Output 162: 0.384552
Output 163: 0.424347
Output 164: 0.452362
Output 165: 0.477264
Output 166: 0.49176
Output 167: 0.500244
Output 168: 0.500244
Output 169: 0.49176
Output 170: 0.477264
Output 171: 0.452362
Output 172: 0.424347
Output 173: 0.384552
Output 174: 0.344727
Output 175: 0.292603
Output 176: 0.243469
Output 177: 0.18222
Output 178: 0.126892
Output 179: 0.0604248
Output 180: 0.00234985
Output 181: -0.0651855
Output 182: -0.122345
Output 183: -0.186707
Output 184: -0.23938
Output 185: -0.296509
Output 186: -0.341339
Output 187: -0.387665
Output 188: -0.421875
Output 189: -0.454468
Output 190: -0.575806
Output 191: -0.320831
Output 192: 0.429138
Output 193: 0.429138
Output 194: -0.320831
Output 195: -0.575806
Output 196: -0.454468
Output 197: -0.421875
Output 198: -0.387665
Output 199: -0.341339
Output 200: -0.296509
Output 201: -0.23938
Output 202: -0.186707
Output 203: -0.122345
Output 204: -0.0651855
Output 205: 0.00234985
Output 206: 0.0604248
Output 207: 0.126892
Output 208: 0.18222
Output 209: 0.243469
Output 210: 0.292603
Output 211: 0.344727
Output 212: 0.384552
Output 213: 0.424347
Output 214: 0.452362
Output 215: 0.477264
Output 216: 0.49176
Output 217: 0.500244
Output 218: 0.500244
Output 219: 0.49176
Output 220: 0.477264
Output 221: 0.452362
Output 222: 0.424347
Output 223: 0.384552
Output 224: 0.344727
Output 225: 0.292603
Output 226: 0.243469
Output 227: 0.18222
Output 228: 0.126892
Output 229: 0.0604248
Output 230: 0.00234985
Output 231: -0.0651855
Output 232: -0.122345
Output 233: -0.186707
Output 234: -0.23938
Output 235: -0.296509
Output 236: -0.341339
Output 237: -0.387665
Output 238: -0.421875
Output 239: -0.454468
Output 240: -0.575806
Output 241: -0.320831
Output 242: 0.429138
Output 243: 0.429138
Output 244: -0.320831
Output 245: -0.575806
Output 246: -0.454468
Output 247: -0.421875
Output 248: -0.387665
Output 249: -0.341339
Output 250: -0.296509
Output 251: -0.23938
Output 252: -0.186707
Output 253: -0.122345
Output 254: -0.0651855
Output 255: 0.00234985
Output 256: 0.0604248
Output 257: 0.126892
Output 258: 0.18222
Output 259: 0.243469
Output 260: 0.292603
Output 261: 0.344727
Output 262: 0.384552
Output 263: 0.424347
Output 264: 0.452362
Output 265: 0.477264
Output 266: 0.49176
Output 267: 0.500244
Output 268: 0.500244
Output 269: 0.49176
Output 270: 0.477264
Output 271: 0.452362
Output 272: 0.424347
Output 273: 0.384552
Output 274: 0.344727
Output 275: 0.292603
Output 276: 0.243469
Output 277: 0.18222
Output 278: 0.126892
Output 279: 0.0604248
Output 280: 0.00234985
Output 281: -0.0651855
Output 282: -0.122345
Output 283: -0.186707
Output 284: -0.23938
Output 285: -0.296509
Output 286: -0.341339
Output 287: -0.387665
Output 288: -0.421875
Output 289: -0.454468
Output 290: -0.575806
Output 291: -0.320831
Output 292: 0.429138
Output 293: 0.429138
Output 294: -0.320831
Output 295: -0.575806
Output 296: -0.454468
Output 297: -0.421875
Output 298: -0.387665
Output 299: -0.341339
Output 300: -0.296509
Output 301: -0.23938
Output 302: -0.186707
Output 303: -0.122345
Output 304: -0.0651855
Output 305: 0.00234985
Output 306: 0.0604248
Output 307: 0.126892
Output 308: 0.18222
Output 309: 0.243469
Output 310: 0.292603
Output 311: 0.344727
Output 312: 0.384552
Output 313: 0.424347
Output 314: 0.452362
Output 315: 0.477264
Output 316: 0.49176
Output 317: 0.500244
Output 318: 0.500244
Output 319: 0.49176
Output 320: 0.477264
Output 321: 0.452362
Output 322: 0.424347
Output 323: 0.384552
Output 324: 0.344727
Output 325: 0.292603
Output 326: 0.243469
Output 327: 0.18222
Output 328: 0.126892
Output 329: 0.0604248
Output 330: 0.00234985
Output 331: -0.0651855
Output 332: -0.122345
Output 333: -0.186707
Output 334: -0.23938
Output 335: -0.296509
Output 336: -0.341339
Output 337: -0.387665
Output 338: -0.421875
Output 339: -0.454468
Output 340: -0.575806
Output 341: -0.320831
Output 342: 0.429138
Output 343: 0.429138
Output 344: -0.320831
Output 345: -0.575806
Output 346: -0.454468
Output 347: -0.421875
Output 348: -0.387665
Output 349: -0.341339
Output 350: -0.296509
Output 351: -0.23938
Output 352: -0.186707
Output 353: -0.122345
Output 354: -0.0651855
Output 355: 0.00234985
Output 356: 0.0604248
Output 357: 0.126892
Output 358: 0.18222
Output 359: 0.243469
Output 360: 0.292603
Output 361: 0.344727
Output 362: 0.384552
Output 363: 0.424347
Output 364: 0.452362
Output 365: 0.477264
Output 366: 0.49176
Output 367: 0.500244
Output 368: 0.500244
Output 369: 0.49176
Output 370: 0.477264
Output 371: 0.452362
Output 372: 0.424347
Output 373: 0.384552
Output 374: 0.344727
Output 375: 0.292603
Output 376: 0.243469
Output 377: 0.18222
Output 378: 0.126892
Output 379: 0.0604248
Output 380: 0.00234985
Output 381: -0.0651855
Output 382: -0.122345
Output 383: -0.186707
Output 384: -0.23938
Output 385: -0.296509
Output 386: -0.341339
Output 387: -0.387665
Output 388: -0.421875
Output 389: -0.454468
Output 390: -0.575806
Output 391: -0.320831
Output 392: 0.429138
Output 393: 0.429138
Output 394: -0.320831
Output 395: -0.575806
Output 396: -0.454468
Output 397: -0.421875
Output 398: -0.387665
Output 399: -0.341339
Output 400: -0.296509
Output 401: -0.23938
Output 402: -0.186707
Output 403: -0.122345
Output 404: -0.0651855
Output 405: 0.00234985
Output 406: 0.0604248
Output 407: 0.126892
Output 408: 0.18222
Output 409: 0.243469
Output 410: 0.292603
Output 411: 0.344727
Output 412: 0.384552
Output 413: 0.424347
Output 414: 0.452362
Output 415: 0.477264
Output 416: 0.49176
Output 417: 0.500244
Output 418: 0.500244
Output 419: 0.49176
Output 420: 0.477264
Output 421: 0.452362
Output 422: 0.424347
Output 423: 0.384552
Output 424: 0.344727
Output 425: 0.292603
Output 426: 0.243469
Output 427: 0.18222
Output 428: 0.126892
Output 429: 0.0604248
Output 430: 0.00234985
Output 431: -0.0651855
Output 432: -0.122345
Output 433: -0.186707
Output 434: -0.23938
Output 435: -0.296509
Output 436: -0.341339
Output 437: -0.387665
Output 438: -0.421875
Output 439: -0.454468
Output 440: -0.575806
Output 441: -0.320831
Output 442: 0.429138
Output 443: 0.429138
Output 444: -0.320831
Output 445: -0.575806
Output 446: -0.454468
Output 447: -0.421875
Output 448: -0.387665
Output 449: -0.341339
Output 450: -0.296509
Output 451: -0.23938
Output 452: -0.186707
Output 453: -0.122345
Output 454: -0.0651855
Output 455: 0.00234985
Output 456: 0.0604248
Output 457: 0.126892
Output 458: 0.18222
Output 459: 0.243469
---------------------------------------
Testbench Results
Samples processed : 460
Mismatches        : 456
Status: FAIL [!!] (456 samples out of tolerance)
---------------------------------------
INFO [HLS SIM]: The maximum depth reached by any hls::stream() instance in the design is 460
INFO: [SIM 211-1] CSim done with 0 errors.
INFO: [SIM 211-3] *************** CSIM finish ***************
INFO: [HLS 200-112] Total CPU user time: 3 seconds. Total CPU system time: 1 seconds. Total elapsed time: 8.982 seconds; peak allocated memory: 273.742 MB.
INFO: [vitis-run 60-791] Total elapsed time: 0h 0m 14s
